kernel,parameter,pipelineWidth,robSize,branchPredictor,l1Size,l1Associativity,l1ReplacementPolicy,l1Prefetcher,l2Size,l2Associativity,l2ReplacementPolicy,l2Prefetcher,ipc,cpi,simSeconds,numInstructions,numCycles,branchLookups,branchMispredicted,branchMispredictionRate,l1iAccesses,l1iMisses,l1iHitRate,l1iAvgMissLatency,l1iAMATCycles,icacheStallCycles,l1dAccesses,l1dHits,l1dMisses,l1dHitRate,l1dAMATCycles,l2Accesses,l2Misses,l2HitRate,l2AvgMissLatency,l2AMATCycles,l2MPKI,dramReadAccesses,dramWriteAccesses,memAvgLat,commitSquashedInsts,memOrderViolations,dispatchRenameStalls,dispatchIssueStalls,iqFullEvents,dramTotalEnergy,dramAveragePower
pointer,rob_256,4,256,tournament,32KiB,4,None,None,256KiB,8,None,None,0.155862,6.415927,0.004212,16249631.0,13455475.0,262381.0,10.0,3.81125157690534e-05,524624.0,2.0,0.9999961877458904,,1.0006018971094275,200.0,1573034.0,1507428.0,65606.0,0.9582933363169518,7.584849695978731,131081.0,130979.0,0.0007781448112236244,53956.364028,157.8848345679389,8.060429187592014,131082.0,4125.0,46250.0,1339.0,37.0,10242841.0,155.0,0.0,2646048330.0,628.281687
pointer,rob_64,4,64,tournament,32KiB,4,None,None,256KiB,8,None,None,0.155884,6.415033,0.004211,16249631.0,13453600.0,262319.0,9.0,3.4309371414194166e-05,524564.0,3.0,0.9999942809647632,39438.0,1.0008499512798055,189.0,1572996.0,1507424.0,65572.0,0.9583139435828191,7.195296153039896,131082.0,131044.0,0.00028989487496378086,53697.631139,148.6179477146824,8.064429278424845,131083.0,4125.0,43330.67,903.0,36.0,11273928.0,101.0,0.0,2648941590.0,629.056325
stream,baseline,4,192,tournament,32KiB,4,None,None,256KiB,8,None,None,1.328764,0.752579,0.021242,112260013.0,67865739.0,9440966.0,1.0,1.0592136440275286e-07,16784816.0,4.0,0.9999997616893745,94604.25,1.0000305620454297,1180.0,34499582.0,34286721.0,212861.0,0.9938300411871657,1.7912637599641705,393226.0,201033.0,0.48875964458097887,95766.91863,128.24457730872325,1.7907801239966006,393232.0,133671.0,72278.0,32862.0,1269.0,424142.0,3823.0,0.0,13184218785.0,620.668181
stream,l1a_2,4,192,tournament,32KiB,2,None,None,256KiB,8,None,None,1.33434,0.749434,0.021153,112260013.0,67582155.0,9440925.0,2.0,2.1184364879500685e-07,16784753.0,5.0,0.9999997021106,91020.4,1.0000331846926767,1115.0,34506925.0,34291076.0,215849.0,0.9937447628265921,1.6968295051582079,393224.0,200074.0,0.4911958578316684,95003.709607,111.39937397106993,1.782237456181303,393227.0,133670.0,62278.0,32444.0,1265.0,330520.0,3791.0,0.0,13148897505.0,621.602806
stream,l1a_8,4,192,tournament,32KiB,8,None,None,256KiB,8,None,None,1.337451,0.747691,0.021104,112260013.0,67424933.0,9440840.0,1.0,1.0592277805788467e-07,16784644.0,4.0,0.9999997616869324,78171.75,1.000029605541808,1182.0,34482507.0,34275539.0,206968.0,0.9939978842025611,1.7456405641427977,393224.0,194206.0,0.5061186499298109,94326.469038,124.229619905194,1.7299659496743511,393230.0,133683.0,72278.0,32260.0,1262.0,166099.0,3786.0,0.0,13103027895.0,620.878762
stream,l1p_stride,4,192,tournament,32KiB,4,None,stride,256KiB,8,None,None,1.328764,0.752579,0.021242,112260013.0,67865739.0,9440966.0,1.0,1.0592136440275286e-07,16784816.0,4.0,0.9999997616893745,94604.25,1.0000305620454297,1180.0,34499582.0,34286721.0,212861.0,0.9938300411871657,1.7912637599641705,393226.0,201033.0,0.48875964458097887,95766.91863,128.24457730872325,1.7907801239966006,393232.0,133671.0,72278.0,32862.0,1269.0,424142.0,3823.0,0.0,13184218785.0,620.668181
stream,l1p_tagged,4,192,tournament,32KiB,4,None,tagged,256KiB,8,None,None,1.499467,0.666904,0.018824,112260013.0,60139746.0,9440896.0,2.0,2.1184429952411297e-07,16784741.0,2.0,0.9999998808441548,248678.5,1.0000122142683994,1145.0,34538232.0,34387954.0,150278.0,0.9956489376757907,1.446012891477767,393229.0,171690.0,0.5633841858052178,93266.373627,102.5066657850769,1.5293958677877582,393248.0,133687.0,66210.0,32537.0,1260.0,616198.0,3838.0,0.0,11828166570.0,628.364303
stream,l1rp_lru,4,192,tournament,32KiB,4,lru,None,256KiB,8,None,None,1.326052,0.754118,0.021285,112260013.0,68004533.0,9440958.0,1.0,1.059214541575124e-07,16784825.0,4.0,0.9999997616895022,94604.25,1.000030585646173,1192.0,34497663.0,34284729.0,212934.0,0.9938275818857643,1.7921908528284587,393227.0,201202.0,0.4883311674935852,95449.729198,128.34367960287568,1.792285557636627,393233.0,133674.0,72278.0,32866.0,1266.0,611312.0,3809.0,0.0,13184562105.0,619.417556
stream,l1rp_plru,4,192,tournament,32KiB,4,plru,None,256KiB,8,None,None,1.328764,0.752579,0.021242,112260013.0,67865739.0,9440966.0,1.0,1.0592136440275286e-07,16784816.0,4.0,0.9999997616893745,94604.25,1.0000305620454297,1180.0,34499582.0,34286721.0,212861.0,0.9938300411871657,1.7912637599641705,393226.0,201033.0,0.48875964458097887,95766.91863,128.24457730872325,1.7907801239966006,393232.0,133671.0,72278.0,32862.0,1269.0,424142.0,3823.0,0.0,13184218785.0,620.668181
stream,l1rp_random,4,192,tournament,32KiB,4,random,None,256KiB,8,None,None,1.298764,0.769963,0.021733,112260013.0,69433353.0,9440950.0,2.0,2.1184308782484815e-07,16784828.0,3.0,0.9999998212671587,75746.0,1.0000149286282087,1078.0,34440321.0,34161237.0,279084.0,0.99189659120773,1.6768357521744877,442398.0,209369.0,0.5267406272180254,81682.131944,83.52481894041112,1.8650363063827544,393230.0,133711.0,48549.5,33286.0,1261.0,451875.0,3931.0,0.0,13536471960.0,622.863687
stream,l1s_16KiB,4,192,tournament,16KiB,4,None,None,256KiB,8,None,None,1.3423,0.74499,0.021028,112260013.0,67181373.0,9440774.0,1.0,1.059235185589656e-07,16784570.0,4.0,0.9999997616858818,97499.5,1.0000260767546965,1065.0,34465202.0,34266453.0,198749.0,0.9942333429526976,1.6309978710714006,395357.0,199872.0,0.4944518498471002,82837.376661,109.42177866578307,1.7804380621263602,393233.0,133689.0,61456.67,32559.0,1258.0,49843.0,3814.0,0.0,12856917030.0,611.425614
stream,l1s_64KiB,4,192,tournament,64KiB,4,None,None,256KiB,8,None,None,1.329179,0.752344,0.021235,112260013.0,67844544.0,9440955.0,2.0,2.1184297563117292e-07,16784812.0,5.0,0.9999997021116471,91020.4,1.0000333659012803,1132.0,34503601.0,34288659.0,214942.0,0.9937704473222955,1.6977602100250784,393220.0,201273.0,0.4881414983978435,94667.700457,112.00807604089313,1.7929180179232653,393223.0,133666.0,62278.0,32764.0,1275.0,585508.0,3856.0,0.0,13177215705.0,620.532296
stream,l2a_16,4,192,tournament,32KiB,4,None,None,256KiB,16,None,None,1.33331,0.750013,0.02117,112260013.0,67634343.0,9440822.0,1.0,1.0592298001169813e-07,16784619.0,2.0,0.9999998808432887,122539.5,1.0000119406949377,1131.0,34482059.0,34274392.0,207667.0,0.9939775348102038,1.603511282199722,393224.0,192847.0,0.5095746953390434,92549.448164,100.21000756006754,1.7178601253146122,393228.0,133738.0,57482.0,31966.0,1260.0,132966.0,3761.0,0.0,13130045145.0,620.232624
stream,l2a_32,4,192,tournament,32KiB,4,None,None,256KiB,32,None,None,1.325673,0.754334,0.021292,112260013.0,68023967.0,9440882.0,1.0,1.0592230683531475e-07,16784668.0,4.0,0.9999997616872732,118783.5,1.000028916640817,1158.0,34493876.0,34281370.0,212506.0,0.9938393122303797,1.747532025798208,393225.0,198444.0,0.4953423612435629,94200.581706,121.33905397453364,1.7677175932627052,393229.0,133737.0,68944.67,32197.0,1254.0,444328.0,3732.0,0.0,13256101410.0,622.600586
stream,l2p_ampm,4,192,tournament,32KiB,4,None,None,256KiB,8,None,ampm,1.40395,0.712276,0.020104,112260013.0,64231297.0,9440921.0,38.0,4.025031032459651e-06,16784787.0,3.0,0.999999821266722,101412.0,1.0000153029661885,845.0,34500748.0,34299823.0,200925.0,0.9941762132229712,1.4986268542536507,393223.0,162270.0,0.5873333960627939,95800.494115,85.61900930515255,1.4454835311661687,393236.0,133676.0,57264.0,32620.0,1265.0,316636.0,3881.0,0.0,12486171465.0,621.06673
stream,l2p_signature,4,192,tournament,32KiB,4,None,None,256KiB,8,None,signature,1.430544,0.699035,0.019731,112260013.0,63037241.0,9440907.0,2.0,2.1184405269536074e-07,16784752.0,5.0,0.9999997021105823,83758.8,1.0000358284557527,1131.0,34508048.0,34309358.0,198690.0,0.9942422127151325,1.6925141167152806,393228.0,209572.0,0.46704710753049117,88990.034489,120.27434888665101,1.8668446083290584,393233.0,133681.0,64660.0,32693.0,1266.0,273059.0,3863.0,0.0,12290787030.0,622.92844
stream,l2p_stride,4,192,tournament,32KiB,4,None,None,256KiB,8,None,stride,1.328764,0.752579,0.021242,112260013.0,67865739.0,9440966.0,1.0,1.0592136440275286e-07,16784816.0,4.0,0.9999997616893745,94604.25,1.0000305620454297,1180.0,34499582.0,34286721.0,212861.0,0.9938300411871657,1.7912637599641705,393226.0,201033.0,0.48875964458097887,95766.91863,128.24457730872325,1.7907801239966006,393232.0,133671.0,72278.0,32862.0,1269.0,424142.0,3823.0,0.0,13184218785.0,620.668181
stream,l2p_tagged,4,192,tournament,32KiB,4,None,None,256KiB,8,None,tagged,1.440257,0.694321,0.019598,112260013.0,62612141.0,9440810.0,2.0,2.118462292960032e-07,16784653.0,5.0,0.9999997021088253,82945.0,1.0000353665705999,1183.0,34488244.0,34284228.0,204016.0,0.994084477017734,1.7023093630719706,393231.0,204447.0,0.4800842253026847,93540.380847,118.72312307422355,1.821191665103406,393237.0,133674.0,65349.0,32282.0,1275.0,53797.0,3830.0,0.0,12209849190.0,623.027774
stream,l2s_1MB,4,192,tournament,32KiB,4,None,None,1MB,8,None,None,1.361287,0.734599,0.020734,112260013.0,66244325.0,9440813.0,1.0,1.0592308098889364e-07,16784656.0,2.0,0.9999998808435514,74181.0,1.0000125510442608,1151.0,34472955.0,34270262.0,202693.0,0.9941202313523746,1.6193306145715693,393228.0,187491.0,0.5232002807531508,92139.930375,105.33248018554121,1.6701494591845452,393238.0,141351.0,62482.0,32383.0,1265.0,45386.0,3857.0,0.0,12694188540.0,612.226223
stream,l2s_4MB,4,192,tournament,32KiB,4,None,None,4MB,8,None,None,1.325305,0.754543,0.021297,112260013.0,68042866.0,9440945.0,38.0,4.025020800354202e-06,16784784.0,4.0,0.9999997616889201,49845.25,1.000026675208078,835.0,34505530.0,34288066.0,217464.0,0.9936977058459905,1.7054435237277694,393226.0,198498.0,0.49520631901247625,96761.002408,111.93440142411742,1.7681986193962047,393232.0,172071.0,63104.0,32423.0,1267.0,162809.0,3766.0,0.0,13208712480.0,620.202555
stream,pred_bimodal,4,192,bimodal,32KiB,4,None,None,256KiB,8,None,None,1.335031,0.749046,0.021142,112260013.0,67547175.0,9440965.0,41.0,4.342776400505669e-06,16784825.0,10.0,0.9999994042237557,67295.0,1.0000516815376514,1017.0,34508603.0,34292002.0,216601.0,0.9937232753235475,1.5444842518925714,393223.0,200127.0,0.49105978032821074,94686.604236,86.74655651780287,1.7827095744234414,393223.0,133675.0,47124.0,32570.0,1269.0,257429.0,3765.0,0.0,13145185530.0,621.749138
stream,pred_local,4,192,local,32KiB,4,None,None,256KiB,8,None,None,1.330899,0.751372,0.021208,112260013.0,67756854.0,9440932.0,2.0,2.1184349172306293e-07,16784770.0,3.0,0.9999998212665411,103603.0,1.0000281827211215,1071.0,34503596.0,34289019.0,214577.0,0.9937810250270726,1.9806089938643854,393222.0,200718.0,0.4895555182568625,94644.306535,157.68016403558298,1.7879741382178533,393225.0,133666.0,90411.5,32364.0,1269.0,347196.0,3755.0,0.0,13171071675.0,621.045676
stream,pred_none,4,192,none,32KiB,4,None,None,256KiB,8,None,None,1.328764,0.752579,0.021242,112260013.0,67865739.0,9440966.0,1.0,1.0592136440275286e-07,16784816.0,4.0,0.9999997616893745,94604.25,1.0000305620454297,1180.0,34499582.0,34286721.0,212861.0,0.9938300411871657,1.7912637599641705,393226.0,201033.0,0.48875964458097887,95766.91863,128.24457730872325,1.7907801239966006,393232.0,133671.0,72278.0,32862.0,1269.0,424142.0,3823.0,0.0,13184218785.0,620.668181
stream,pred_perceptron,4,192,perceptron,32KiB,4,None,None,256KiB,8,None,None,1.327708,0.753178,0.021259,112260013.0,67919721.0,9440973.0,45.0,4.766457864035836e-06,16784809.0,10.0,0.9999994042231878,91020.4,1.000076645685054,1033.0,34501446.0,34288136.0,213310.0,0.99381736058251,1.7953861645455613,393224.0,200785.0,0.48938772811425546,95445.471445,128.64831843427666,1.788570966939047,393228.0,133671.0,72614.0,32688.0,1270.0,524407.0,3813.0,0.0,13186264125.0,620.27109
stream,pred_tage,4,192,tage,32KiB,4,None,None,256KiB,8,None,None,1.330387,0.751661,0.021216,112260013.0,67782957.0,9441001.0,46.0,4.872364699463542e-06,16784889.0,10.0,0.9999994042260274,162822.6,1.0001337031053017,1027.0,34504782.0,34289830.0,214952.0,0.9937703707271647,2.398048281669118,393224.0,200721.0,0.4895504852196204,94570.778573,224.41917816287918,1.7880008618919365,393228.0,133667.0,131268.6,33284.0,1274.0,370538.0,3914.0,0.0,13177038075.0,621.087734
stream,pw_12,12,192,tournament,32KiB,4,None,None,256KiB,8,None,None,1.366523,0.731784,0.020655,112260013.0,65990491.0,9444359.0,26.0,2.7529660827166777e-06,16790797.0,2.0,0.9999998808871312,143980.0,1.0000137269329048,847.0,34335109.0,34118026.0,217083.0,0.9936775211635414,1.7286218832714555,393221.0,198985.0,0.4939614110131453,94691.321798,115.24307192138772,1.7725367624890618,393221.0,133667.0,64992.0,46425.0,1386.0,13586327.0,5727.0,0.0,12910469115.0,625.052254
stream,pw_8,8,192,tournament,32KiB,4,None,None,256KiB,8,None,None,1.371651,0.729048,0.020578,112260013.0,65743781.0,9443149.0,1.0,1.0589687825533622e-07,16788710.0,3.0,0.9999998213084865,75641.666667,1.000015457013132,1027.0,34349243.0,34131182.0,218061.0,0.9936516504890661,1.5491392391815744,393221.0,197044.0,0.4988975665084011,93797.760566,86.50110367045505,1.755246545357161,393221.0,133675.0,47708.0,52684.0,1353.0,446339.0,6355.0,0.0,12874611210.0,625.655272
stream,rob_128,4,128,tournament,32KiB,4,None,None,256KiB,8,None,None,1.325208,0.754598,0.021299,112260013.0,68047837.0,9440997.0,2.0,2.1184203320899266e-07,16784903.0,5.0,0.9999997021132622,91020.4,1.000033358319147,1151.0,34492000.0,34278447.0,213553.0,0.9938086222892265,1.693330475665785,393222.0,201225.0,0.48826617025497043,95041.962256,111.98323023635504,1.7924904391379324,393225.0,133671.0,62278.0,32973.0,1284.0,480308.0,3891.0,0.0,13212768435.0,620.347678
stream,rob_256,4,256,tournament,32KiB,4,None,None,256KiB,8,None,None,1.334999,0.749064,0.021143,112260013.0,67548795.0,9440930.0,1.0,1.0592176830036872e-07,16784806.0,4.0,0.9999997616892325,118783.5,1.0000290840712955,1186.0,34505950.0,34288573.0,217377.0,0.9937003038606386,1.768831444823412,393225.0,199698.0,0.4921533473202365,94289.252061,122.0426236147549,1.7788880890295282,393229.0,133671.0,68944.67,32708.0,1276.0,242442.0,3818.0,0.0,13141410570.0,621.555681
stream,rob_64,4,64,tournament,32KiB,4,None,None,256KiB,8,None,None,1.33029,0.751716,0.021218,112260013.0,67787903.0,9439863.0,2.0,2.1186748155137422e-07,16782718.0,3.0,0.9999998212446876,61974.0,1.0000099176466255,850.0,36351179.0,36152468.0,198711.0,0.9945335748257299,1.3032865006516767,393223.0,200199.0,0.4908766781190317,95954.570298,55.48168885201527,1.783350942601441,393223.0,133676.0,27916.67,19200.0,1036.0,15093849.0,2087.0,0.0,13177735935.0,621.075308
